시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세(만원),건축년도,도로명
강원도 강릉시 난곡동,3**,8m미만,56.3,전세,202006,3,"        13,000",             0,2019,운정길11번길
강원도 강릉시 난곡동,3**,-,152.39,전세,202006,24,"        21,000",             0,2019,
강원도 강릉시 내곡동,5**,12m미만,27,전세,202006,30,"         6,000",             0,2018,관솔길
강원도 강릉시 내곡동,2**,8m미만,38.68,전세,202006,3,"         7,000",             0,2018,범일로579번길
강원도 강릉시 노암동,2**,8m미만,30,월세,202006,22,           300,            40,2017,율곡로2747번길
강원도 강릉시 노암동,6**,8m미만,68,월세,202006,13,"         1,000",            30,1992,남부로137번길
강원도 강릉시 노암동,2**,8m미만,73.59,전세,202006,20,"         6,000",             0,1976,시영길
강원도 강릉시 노암동,8**,8m미만,76.14,전세,202006,16,"         5,500",             0,1988,남부로215번길
강원도 강릉시 노암동,8**,-,76.14,전세,202006,16,"         5,500",             0,1988,
강원도 강릉시 병산동,3**,8m미만,98.22,전세,202006,13,"        20,000",             0,2013,공항길29번길
강원도 강릉시 사천면 노동리,8*,8m미만,122.1,전세,202006,18,"        25,000",             0,2020,중앙서로
강원도 강릉시 사천면 노동리,8*,8m미만,139.07,전세,202006,9,"        27,000",             0,2020,중앙서로
강원도 강릉시 사천면 노동리,8*,8m미만,139.07,전세,202006,12,"        27,000",             0,2020,중앙서로
강원도 강릉시 사천면 판교리,2**,8m미만,63.63,전세,202006,15,"         4,000",             0,2009,이설당1길
강원도 강릉시 사천면 판교리,2**,8m미만,105.85,월세,202006,17,"         2,000",            55,1992,뒷말길
강원도 강릉시 성남동,4*,8m미만,73.62,전세,202006,20,"         3,500",             0,,금성로11번길
강원도 강릉시 성남동,5*,8m미만,88.8,전세,202006,27,"         7,000",             0,1988,중앙시장4길
강원도 강릉시 성산면 송암리,7*,8m미만,123,전세,202006,9,"        21,000",             0,2020,송두길
강원도 강릉시 송정동,1**,8m미만,46,월세,202006,18,           500,            55,2016,경강로2477번길
강원도 강릉시 송정동,1**,25m이상,53,월세,202006,11,           500,            45,2018,경강로
강원도 강릉시 안현동,7**,25m이상,244.23,월세,202006,5,"         3,000",           300,2017,안현로
강원도 강릉시 연곡면 영진리,3**,8m미만,79.33,월세,202006,15,"         2,000",            27,2017,영진3길
강원도 강릉시 옥천동,1**,8m미만,30,월세,202006,24,           300,            35,2004,토성로191번길
강원도 강릉시 왕산면 왕산리,8**,8m미만,25.92,월세,202006,20,           200,            25,2011,왕산로
강원도 강릉시 용강동,2*,8m미만,40,월세,202006,22,           500,            40,2015,임영로163번길
강원도 강릉시 유천동,2**,8m미만,26.4,전세,202006,14,"         4,500",             0,2010,유죽길44번길
강원도 강릉시 유천동,2**,-,26.4,전세,202006,14,"         4,500",             0,2010,
강원도 강릉시 유천동,4**,-,99.6,전세,202006,4,"        20,000",             0,2018,
강원도 강릉시 임당동,1*,8m미만,33,월세,202006,27,           200,            30,2004,강릉대로218번길
강원도 강릉시 임당동,9*,8m미만,39.5,월세,202006,24,           500,            55,2019,경강로2095번길
강원도 강릉시 임당동,7*,25m미만,76.2,월세,202006,10,           300,            30,1990,토성로
강원도 강릉시 입암동,6**,8m미만,39.17,월세,202006,3,"         2,000",            15,1985,강변로372번길
강원도 강릉시 입암동,6**,8m미만,49.79,전세,202006,5,"         8,000",             0,1979,강변로372번길
강원도 강릉시 입암동,6**,8m미만,49.79,전세,202006,29,"         7,500",             0,1979,강변로372번길
강원도 강릉시 입암동,6**,8m미만,59.6,월세,202006,19,"         2,000",            35,1972,강중길44번길
강원도 강릉시 주문진읍 교항리,3*,12m미만,16.5,월세,202006,27,           200,            30,1997,매맥이길
강원도 강릉시 주문진읍 교항리,3**,8m미만,46.9,전세,202006,30,"         6,500",             0,2017,교항원길
강원도 강릉시 주문진읍 교항리,6*,12m미만,48.93,월세,202006,30,"         2,000",            30,1987,신리길
강원도 강릉시 주문진읍 교항리,1**,25m미만,64.24,전세,202006,14,"         4,400",             0,,주문로
강원도 강릉시 주문진읍 주문리,8**,8m미만,26.24,전세,202006,3,"         4,000",             0,,소돌안길
강원도 강릉시 주문진읍 주문리,1***,8m미만,49.59,전세,202006,10,"         6,000",             0,1986,용소원길
강원도 강릉시 지변동,6**,8m미만,33.05,전세,202006,15,"         5,000",             0,2012,경포로15번길
강원도 강릉시 지변동,6**,8m미만,35,전세,202006,1,"         3,000",             0,2012,경포로15번길
강원도 강릉시 지변동,3**,8m미만,56.8,전세,202006,30,"        10,000",             0,2020,지변길
강원도 강릉시 지변동,3**,8m미만,56.8,전세,202006,30,"        10,000",             0,2020,지변길
강원도 강릉시 지변동,2**,8m미만,80,전세,202006,26,"         7,000",             0,2001,지변길18번길
강원도 강릉시 지변동,6**,12m미만,82,전세,202006,29,"        19,500",             0,2015,경포로
강원도 강릉시 포남동,1***,25m이상,18,월세,202006,5,           300,            27,1991,경강로
강원도 강릉시 포남동,1**,8m미만,33,월세,202006,17,           300,            36,2017,난설헌로
강원도 강릉시 포남동,1***,12m미만,33,월세,202006,30,           300,            36,2015,성덕포남로174번길
강원도 강릉시 포남동,1***,8m미만,36,전세,202006,19,"         5,500",             0,1988,용지각길
강원도 강릉시 포남동,1***,-,42,월세,202006,20,           300,            43,2005,
강원도 강릉시 포남동,1***,12m미만,42.72,전세,202006,25,"         8,000",             0,2019,경강로2268번길
강원도 강릉시 포남동,1***,12m미만,42.97,월세,202006,2,           200,            35,1997,하평6길
강원도 강릉시 포남동,1***,12m미만,46.64,월세,202006,16,"         1,000",            30,1994,남강초교2길
강원도 강릉시 포남동,1***,12m미만,50,월세,202006,12,           200,            33,1995,하평5길
강원도 강릉시 포남동,1***,12m미만,54.2,월세,202006,8,           500,            35,1997,하평6길
강원도 강릉시 포남동,1***,12m미만,56.2,월세,202006,15,"         2,000",            25,2006,보래미하길29번길
강원도 강릉시 포남동,2**,8m미만,61.34,전세,202006,20,"         3,600",             0,1990,난설헌로46번길
강원도 강릉시 포남동,1***,8m미만,71.69,전세,202006,17,"         7,000",             0,2012,경강로2301번길
강원도 강릉시 포남동,1***,12m미만,72.54,전세,202006,16,"         8,000",             0,1991,산양큰길
강원도 강릉시 포남동,1***,8m미만,77.43,전세,202006,15,"        12,000",             0,1986,남구길11번길
강원도 강릉시 포남동,1***,8m미만,79.5,월세,202006,30,"         1,000",            40,1988,산양길36번길
강원도 강릉시 포남동,1***,8m미만,80,전세,202006,25,"         8,000",             0,1990,산양큰길24번안길
강원도 강릉시 포남동,1***,12m미만,94.94,전세,202006,11,"        13,000",             0,2015,성덕포남로182번길
강원도 강릉시 포남동,1***,8m미만,109.09,전세,202006,15,"         4,500",             0,1994,강변북길
강원도 강릉시 홍제동,8**,8m미만,48.6,전세,202006,29,"         6,500",             0,1994,공제로379번길
강원도 강릉시 홍제동,4**,8m미만,49.58,월세,202006,3,           100,            16,,회산로408번길
강원도 강릉시 홍제동,1**,8m미만,82.64,전세,202006,16,"         3,000",             0,1990,새냉이길
강원도 강릉시 회산동,1**,25m미만,110,전세,202006,16,"        18,000",             0,2013,관솔길
강원도 고성군 간성읍 신안리,1**,8m미만,22.4,월세,202006,29,           500,            40,,
강원도 고성군 간성읍 하리,2*,25m미만,48,월세,202006,28,"         1,000",            50,1980,간성로
강원도 고성군 죽왕면 야촌리,6**,8m미만,58.7,전세,202006,4,"         4,000",             0,1939,운봉산로
강원도 고성군 토성면 용촌리,3**,8m미만,61.66,전세,202006,30,"         6,000",             0,2018,사진용촌1길
강원도 고성군 토성면 용촌리,9**,8m미만,103.98,전세,202006,23,"        16,000",             0,2016,인흥길
강원도 고성군 토성면 천진리,*,8m미만,50,월세,202006,15,"         1,000",            30,,천진해변길
강원도 고성군 현내면 대진리,1**,8m미만,11.25,월세,202006,3,           100,            10,1955,대진7길
강원도 고성군 현내면 대진리,3*,12m미만,94.7,전세,202006,30,"         5,000",             0,1998,신촌2길
강원도 동해시 발한동,3**,8m미만,26.37,월세,202006,12,           200,            20,1983,발한로
강원도 동해시 용정동,5**,-,170.66,전세,202006,30,"         7,500",             0,2015,
강원도 동해시 천곡동,9**,12m미만,24,전세,202006,2,"         3,500",             0,2012,감추1길
강원도 동해시 천곡동,9**,12m미만,26,월세,202006,12,"         2,000",            20,2016,감추6길
강원도 동해시 천곡동,1***,12m미만,30,월세,202006,1,           200,            35,2018,동굴1길
강원도 동해시 천곡동,9**,12m미만,30,월세,202006,4,           300,            30,2017,감추3길
강원도 동해시 천곡동,9**,12m미만,30,월세,202006,8,           300,            30,2013,감추6길
강원도 동해시 천곡동,9**,12m미만,30,월세,202006,11,           200,            32,2012,감추4길
강원도 동해시 천곡동,1***,12m미만,30,월세,202006,12,           300,            30,2017,동굴2길
강원도 동해시 천곡동,9**,-,30,전세,202006,9,"         3,500",             0,2016,
강원도 동해시 천곡동,9**,12m미만,30,전세,202006,15,"         3,500",             0,2016,감추3길
강원도 동해시 천곡동,7**,12m미만,30,전세,202006,22,"         3,500",             0,2015,천곡3길
강원도 동해시 천곡동,9**,12m미만,80,월세,202006,6,           200,            20,2018,감추6길
강원도 동해시 천곡동,9**,12m미만,82,전세,202006,23,"         6,500",             0,2017,감추2길
강원도 동해시 천곡동,9**,12m미만,84,전세,202006,29,"         8,000",             0,,감추1길
강원도 동해시 천곡동,9**,12m미만,150,월세,202006,10,           300,            30,2008,감추4길
강원도 동해시 평릉동,4**,25m미만,19.66,전세,202006,11,"         5,000",             0,,동해대로
강원도 동해시 평릉동,4**,25m이상,40,전세,202006,2,"         4,500",             0,2014,하평로
강원도 동해시 평릉동,4**,12m미만,40,전세,202006,8,"         4,500",             0,2015,하평1길
강원도 삼척시 근덕면 동막리,3**,12m미만,99,전세,202006,14,"         3,500",             0,,방재로
강원도 삼척시 남양동,5*,25m이상,33.06,전세,202006,15,"         6,000",             0,1982,진주로
강원도 삼척시 원덕읍 호산리,1**,12m미만,25,월세,202006,25,            20,            20,2013,호산3길
강원도 삼척시 하장면 갈전리,3**,8m미만,98.87,월세,202006,22,             0,            30,2004,백두대간로
강원도 속초시 교동,9**,-,20,월세,202006,10,           300,            30,1998,
강원도 속초시 교동,9**,8m미만,23,전세,202006,11,"         4,000",             0,2002,밤골3길
강원도 속초시 교동,9**,25m미만,30,월세,202006,26,           500,            43,2018,밤골3길
강원도 속초시 교동,8**,8m미만,30,전세,202006,2,"         5,000",             0,2018,청대로351번길
강원도 속초시 교동,9**,8m미만,30,전세,202006,12,"         5,000",             0,2018,밤골1길
강원도 속초시 교동,9**,8m미만,30,전세,202006,28,"         4,000",             0,2018,밤골1길
강원도 속초시 교동,9**,8m미만,31.66,월세,202006,12,           400,            40,2018,밤골5길
강원도 속초시 교동,9**,8m미만,33,월세,202006,12,           400,            45,2017,밤골길
강원도 속초시 교동,9**,8m미만,33,전세,202006,24,"         4,000",             0,2018,밤골1길
강원도 속초시 교동,6**,12m미만,40,월세,202006,10,           500,            50,2019,중앙로55번길
강원도 속초시 교동,9**,12m미만,40,월세,202006,30,           500,            45,2019,만천1길
강원도 속초시 교동,7**,8m미만,40,전세,202006,22,"         4,500",             0,2009,교동로6길
강원도 속초시 교동,8**,8m미만,50,전세,202006,6,"         8,000",             0,2018,청대로351번길
강원도 속초시 교동,9**,8m미만,50,전세,202006,16,"         6,500",             0,1997,밤골길
강원도 속초시 교동,6**,8m미만,66.38,전세,202006,4,"         6,500",             0,,교동로2길
강원도 속초시 교동,6**,12m미만,76,전세,202006,3,"         9,000",             0,2018,교동로1길
강원도 속초시 교동,6**,12m미만,76,전세,202006,10,"         9,000",             0,2018,교동로1길
강원도 속초시 교동,9**,8m미만,201,월세,202006,1,           500,            50,,만천6길
강원도 속초시 금호동,6**,8m미만,26.52,월세,202006,11,           500,            50,2019,번영로67번길
강원도 속초시 금호동,6**,8m미만,26.52,전세,202006,20,"         6,000",             0,2019,번영로67번길
강원도 속초시 금호동,6**,8m미만,26.52,전세,202006,22,"         6,000",             0,2019,번영로67번길
강원도 속초시 금호동,6**,8m미만,26.52,전세,202006,26,"         6,000",             0,2019,번영로67번길
강원도 속초시 금호동,6**,8m미만,26.52,전세,202006,29,"         6,000",             0,2019,번영로67번길
강원도 속초시 금호동,6**,-,36,전세,202006,2,"         6,000",             0,2019,번영로67번길
강원도 속초시 금호동,6**,8m미만,63.63,전세,202006,27,"        10,000",             0,1979,번영로67번길
강원도 속초시 대포동,2**,8m미만,99.5,전세,202006,1,"         3,000",             0,1997,대포해맞이2길
강원도 속초시 동명동,2**,8m미만,21.42,월세,202006,8,           500,            40,2016,
강원도 속초시 동명동,2**,8m미만,21.42,전세,202006,2,"         4,200",             0,2016,
강원도 속초시 동명동,2**,8m미만,30,전세,202006,27,"         4,500",             0,2016,장안로3길
강원도 속초시 동명동,4**,8m미만,73,월세,202006,12,"         1,000",            30,1993,장안로4길
강원도 속초시 설악동,3**,12m미만,83.35,전세,202006,17,"         6,500",             0,1978,청봉로
강원도 속초시 영랑동,1**,8m미만,55.26,전세,202006,10,"         8,000",             0,1972,영랑해안3길
강원도 속초시 조양동,1***,8m미만,15,월세,202006,8,           500,            39,2017,선사로2길
강원도 속초시 조양동,5**,12m미만,23,전세,202006,12,"         5,000",             0,2017,소평로
강원도 속초시 조양동,1***,8m미만,25,월세,202006,10,           300,            45,2011,선사로1길
강원도 속초시 조양동,1***,12m미만,26,월세,202006,6,           500,            50,2017,선사로1길
강원도 속초시 조양동,1***,8m미만,26.44,전세,202006,17,"         4,000",             0,,새마을3길
강원도 속초시 조양동,1***,8m미만,29.7,월세,202006,13,           300,            40,2018,선사로2길
강원도 속초시 조양동,1***,8m미만,30,월세,202006,2,           300,            37,2011,선사로
강원도 속초시 조양동,1***,8m미만,30,전세,202006,12,"         4,500",             0,2006,새마을2길
강원도 속초시 조양동,5**,12m미만,33,월세,202006,5,           500,            40,2017,소평로
강원도 속초시 조양동,1***,12m미만,33,월세,202006,15,           500,            40,2017,선사로4길
강원도 속초시 조양동,1***,8m미만,36,월세,202006,14,           500,            50,2016,선사로1길
강원도 속초시 조양동,1***,12m미만,40,월세,202006,12,           500,            45,2017,선사로
강원도 속초시 조양동,1***,8m미만,45,전세,202006,19,"         5,500",             0,2018,선사로1길
강원도 속초시 조양동,1***,8m미만,70.4,전세,202006,7,"         6,100",             0,,부월1길
강원도 속초시 조양동,1***,8m미만,81.41,월세,202006,13,"         2,000",            40,2003,부월길
강원도 속초시 중앙동,5**,25m미만,30,전세,202006,20,"         5,500",             0,2018,중앙시장로
강원도 속초시 청학동,4**,8m미만,30.58,전세,202006,30,"         1,700",             0,1982,청학로1길
강원도 속초시 청호동,1***,12m미만,200,월세,202006,16,"         3,000",            30,,청호해안길
강원도 양양군 양양읍 구교리,2**,8m미만,37.8,전세,202006,24,"         6,000",             0,2018,관아길
강원도 양양군 양양읍 서문리,1**,8m미만,17,월세,202006,24,             0,            21,1996,현산공원길
강원도 영월군 영월읍 영흥리,7**,8m미만,27,월세,202006,30,           180,            40,2018,내성길
강원도 영월군 영월읍 하송리,1**,12m미만,18,월세,202006,26,           300,            38,2016,은행나무4길
강원도 영월군 영월읍 하송리,1**,25m미만,33,전세,202006,15,"         3,000",             0,1996,하송로
강원도 영월군 영월읍 하송리,1*,8m미만,78.2,전세,202006,27,"         5,500",             0,,하송안길
강원도 영월군 영월읍 하송리,1*,8m미만,78.2,전세,202006,27,"         6,500",             0,,하송안길
강원도 원주시 개운동,3**,8m미만,32,월세,202006,11,"         1,000",            28,2012,치악로
강원도 원주시 개운동,4**,12m미만,37,월세,202006,4,           300,            45,2016,서원대로
강원도 원주시 개운동,4**,12m미만,72.63,월세,202006,23,"         1,000",            45,1986,송림길
강원도 원주시 관설동,1***,12m미만,24.43,월세,202006,17,           236,             3,2008,단관초교길
강원도 원주시 관설동,1***,12m미만,33,월세,202006,29,           300,            33,2015,라옹정길
강원도 원주시 관설동,1***,12m미만,34.38,전세,202006,18,"         6,000",             0,2017,
강원도 원주시 관설동,1***,12m미만,35,전세,202006,1,"         5,500",             0,2015,라옹정길
강원도 원주시 관설동,1***,-,35,전세,202006,11,"         5,000",             0,2007,
강원도 원주시 관설동,1***,12m미만,35,전세,202006,23,"         2,000",             0,2016,라옹정길
강원도 원주시 관설동,1***,12m미만,38.5,전세,202006,16,"         6,000",             0,2018,치악로
강원도 원주시 관설동,1***,12m미만,40,전세,202006,12,"         4,000",             0,2020,관설안길
강원도 원주시 관설동,1***,12m미만,49,전세,202006,11,"         6,000",             0,,관설안길
강원도 원주시 관설동,1***,12m미만,59,전세,202006,8,"         6,500",             0,2012,단관초교길
강원도 원주시 관설동,1***,12m미만,69,전세,202006,10,"         8,000",             0,2018,라옹정길
강원도 원주시 관설동,1***,12m미만,89.65,월세,202006,1,"         2,000",            55,2011,라옹정길
강원도 원주시 관설동,1***,12m미만,90,월세,202006,12,           300,            45,2012,라옹정길
강원도 원주시 관설동,1***,12m미만,90.14,전세,202006,13,"        10,000",             0,2006,라옹정길
강원도 원주시 관설동,1***,12m미만,149.92,전세,202006,11,"        14,000",             0,,치악로
강원도 원주시 귀래면 운남리,5**,25m미만,60.04,월세,202006,25,           300,            30,1984,북원로
강원도 원주시 단계동,8**,12m미만,29.26,월세,202006,6,           200,            30,2011,이화6길
강원도 원주시 단계동,9**,12m미만,30,월세,202006,16,           200,            27,2002,이화3길
강원도 원주시 단계동,9**,25m미만,30,전세,202006,20,"         6,000",             0,2019,이화2길
강원도 원주시 단계동,9**,8m미만,33,월세,202006,22,           100,            35,2015,이화1길
강원도 원주시 단계동,9**,8m미만,33,월세,202006,26,           100,            28,2002,이화1길
강원도 원주시 단계동,9**,12m미만,40,월세,202006,11,           200,            33,2016,이화3길
강원도 원주시 단계동,9**,12m미만,45,전세,202006,10,"         5,500",             0,2016,이화3길
강원도 원주시 단계동,9**,12m미만,47,전세,202006,11,"         7,000",             0,2016,이화3길
강원도 원주시 단계동,7**,12m미만,49.08,전세,202006,3,"         6,000",             0,1982,단구로
강원도 원주시 단계동,9**,8m미만,50,월세,202006,22,           300,            42,1995,이화1길
강원도 원주시 단계동,7**,8m미만,59.22,전세,202006,17,"         5,000",             0,,단구로
강원도 원주시 단계동,9**,-,65,전세,202006,13,"         6,000",             0,1995,
강원도 원주시 단계동,8**,12m미만,65,전세,202006,20,"         7,000",             0,1996,이화6길
강원도 원주시 단계동,8**,12m미만,66.2,전세,202006,30,"         5,500",             0,1995,금불4길
강원도 원주시 단계동,9**,12m미만,74.14,월세,202006,1,           300,            35,1995,이화3길
강원도 원주시 단계동,9**,12m미만,75,월세,202006,4,           500,            45,1996,이화4길
강원도 원주시 단계동,9**,8m미만,108.9,전세,202006,23,"         7,500",             0,1993,이화3길
강원도 원주시 단계동,9**,8m미만,108.9,전세,202006,23,"         7,500",             0,1993,이화3길
강원도 원주시 단구동,1***,12m미만,24,전세,202006,13,"         2,500",             0,2010,앙월길
강원도 원주시 단구동,1***,12m미만,26.4,전세,202006,21,"         5,000",             0,2017,천매봉길
강원도 원주시 단구동,1***,12m미만,29.7,전세,202006,5,"         3,000",             0,2009,천매봉길
강원도 원주시 단구동,1***,25m미만,29.79,월세,202006,27,           200,            30,2013,단관길
강원도 원주시 단구동,1***,12m미만,30,월세,202006,18,            50,            30,2004,천매봉길
강원도 원주시 단구동,1***,12m미만,30,월세,202006,19,           300,            42,2019,토지길
강원도 원주시 단구동,1***,12m미만,30,전세,202006,30,"         3,000",             0,2009,앙월길
강원도 원주시 단구동,1***,12m미만,31,월세,202006,16,           300,            33,2019,토지길
강원도 원주시 단구동,1***,12m미만,31.02,전세,202006,8,"         2,000",             0,2010,구곡길
강원도 원주시 단구동,1***,12m미만,32,월세,202006,10,           100,            30,2013,토지길
강원도 원주시 단구동,1***,12m미만,33,월세,202006,14,           200,            22,2003,토지길
강원도 원주시 단구동,1***,25m미만,33,월세,202006,24,           200,            35,2016,천매봉길
강원도 원주시 단구동,1***,25m미만,33,전세,202006,26,"         2,000",             0,2003,남원로
강원도 원주시 단구동,1***,12m미만,33,전세,202006,27,"         2,500",             0,2003,구곡길
강원도 원주시 단구동,1**,8m미만,33.3,전세,202006,8,"         5,000",             0,2019,홍판서길
강원도 원주시 단구동,8**,8m미만,34.69,월세,202006,24,           300,            38,2015,단관공원길
강원도 원주시 단구동,1***,12m미만,34.77,전세,202006,29,"         5,500",             0,2018,송림길
강원도 원주시 단구동,8**,8m미만,34.83,전세,202006,13,"         5,000",             0,,귀론길
강원도 원주시 단구동,1***,-,35,월세,202006,14,           100,            28,2012,
강원도 원주시 단구동,1*,12m미만,35,전세,202006,4,"         7,000",             0,2017,치악로
강원도 원주시 단구동,1***,12m미만,35.98,월세,202006,30,           300,            36,2016,구곡길
강원도 원주시 단구동,1***,12m미만,37.91,월세,202006,10,           200,            32,2010,구곡길
강원도 원주시 단구동,1***,25m미만,40,월세,202006,12,           200,            30,2011,남원로442번길
강원도 원주시 단구동,8**,8m미만,40,전세,202006,28,"         6,000",             0,2016,단관공원길
강원도 원주시 단구동,8**,-,40,전세,202006,29,"         4,500",             0,,
강원도 원주시 단구동,1***,12m미만,42,월세,202006,4,           300,            30,2007,천매봉길
강원도 원주시 단구동,1***,12m미만,42,월세,202006,4,           300,            30,2007,천매봉길
강원도 원주시 단구동,8**,8m미만,42,전세,202006,29,"         5,000",             0,,귀론길
강원도 원주시 단구동,6*,8m미만,42.9,전세,202006,13,"         6,500",             0,2017,치악로1534번길
강원도 원주시 단구동,1***,12m미만,42.96,전세,202006,4,"         6,000",             0,,천매봉길
강원도 원주시 단구동,1**,8m미만,45,전세,202006,2,"         3,800",             0,2019,단사정길
강원도 원주시 단구동,1***,12m미만,46.2,전세,202006,1,"         5,000",             0,2008,천매봉길
강원도 원주시 단구동,1***,12m미만,46.2,전세,202006,1,"         6,000",             0,2008,천매봉길
강원도 원주시 단구동,1***,12m미만,48,월세,202006,23,           500,            42,2011,구곡길
강원도 원주시 단구동,1***,12m미만,48,전세,202006,11,"         5,000",             0,2011,천매봉길
강원도 원주시 단구동,1***,12m미만,50,월세,202006,7,           200,            43,2016,동부순환로
강원도 원주시 단구동,1***,12m미만,50.88,월세,202006,10,           250,            25,2006,오성마을길
강원도 원주시 단구동,1**,8m미만,55,전세,202006,29,"         6,000",             0,2020,홍판서길
강원도 원주시 단구동,1***,12m미만,58.49,전세,202006,1,"         5,000",             0,2006,구곡길
강원도 원주시 단구동,1***,12m미만,60,전세,202006,16,"         6,200",             0,,동부순환로
강원도 원주시 단구동,1***,12m미만,67,전세,202006,7,"         5,000",             0,2008,토지길
강원도 원주시 단구동,1***,12m미만,75.24,월세,202006,21,"         1,000",            45,2005,천매봉길
강원도 원주시 단구동,1***,-,77.12,전세,202006,16,"         6,500",             0,2019,
강원도 원주시 단구동,1***,12m미만,94.44,전세,202006,16,"         9,000",             0,2007,구곡길
강원도 원주시 단구동,1***,12m미만,113.36,전세,202006,15,"        10,000",             0,2006,나비허리길
강원도 원주시 단구동,1***,12m미만,116.84,전세,202006,5,"        11,000",             0,2007,천매봉길
강원도 원주시 단구동,1***,12m미만,126.94,전세,202006,30,"        11,000",             0,2016,천매봉길
강원도 원주시 단구동,1***,12m미만,202.9,전세,202006,5,"        15,000",             0,2018,구곡길
강원도 원주시 명륜동,8**,12m미만,25,전세,202006,21,"         2,000",             0,2002,남원로469번길
강원도 원주시 명륜동,3**,25m미만,26,월세,202006,23,           100,            26,1998,무실로
강원도 원주시 명륜동,6**,8m미만,27.08,월세,202006,10,"         1,500",            20,2014,황소마을길
강원도 원주시 명륜동,8**,12m미만,34,전세,202006,26,"         3,500",             0,2006,소방서길
강원도 원주시 명륜동,8**,12m미만,40,전세,202006,26,"         4,000",             0,2009,남원로469번길
강원도 원주시 명륜동,8**,12m미만,40,전세,202006,29,"         4,500",             0,2009,남원로469번길
강원도 원주시 명륜동,5**,12m미만,48,전세,202006,3,"         7,000",             0,2017,남원로527번길
강원도 원주시 명륜동,5**,12m미만,48,전세,202006,3,"         7,000",             0,2017,남원로527번길
강원도 원주시 명륜동,6**,12m미만,51.03,전세,202006,29,"         6,000",             0,2017,황소마을길
강원도 원주시 명륜동,3**,12m미만,74.64,전세,202006,30,"         4,000",             0,1988,종각길
강원도 원주시 명륜동,2**,12m미만,100,월세,202006,1,           500,            25,,남원로612번길
강원도 원주시 무실동,1***,25m미만,23.14,전세,202006,24,"         4,000",             0,2018,솔우물2길
강원도 원주시 무실동,1***,12m미만,29,전세,202006,17,"         5,000",             0,,섬밭들1길
강원도 원주시 무실동,1***,12m미만,30,전세,202006,3,"         5,000",             0,2012,섬밭들1길
강원도 원주시 무실동,1***,25m미만,36,전세,202006,15,"         6,500",             0,2017,무실새골길
강원도 원주시 무실동,1***,12m미만,39.63,전세,202006,13,"         6,000",             0,2017,솔우물2길
강원도 원주시 무실동,1***,12m미만,55,전세,202006,14,"         7,500",             0,2016,솔우물1길
강원도 원주시 무실동,1***,12m미만,56.19,월세,202006,23,           500,            50,2014,솔우물1길
강원도 원주시 무실동,1***,12m미만,59.4,전세,202006,30,"         7,000",             0,2007,섬밭들1길
강원도 원주시 무실동,1***,12m미만,60,전세,202006,5,"         7,000",             0,2011,만대공원길
강원도 원주시 무실동,1***,12m미만,60,전세,202006,25,"         4,500",             0,2006,섬밭들2길
강원도 원주시 무실동,1***,12m미만,62,전세,202006,13,"         7,000",             0,2013,봉바위길
강원도 원주시 무실동,1***,12m미만,63.77,전세,202006,4,"         5,000",             0,2006,섬밭들2길
강원도 원주시 무실동,1***,12m미만,66,월세,202006,24,"         5,000",            40,2016,솔우물2길
강원도 원주시 무실동,1***,12m미만,66,전세,202006,27,"         8,000",             0,2017,솔우물2길
