시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세(만원),건축년도,도로명
강원도 속초시 교동,8**,8m미만,24.84,월세,202007,21,           300,            40,2019,청대로351번길
강원도 속초시 교동,6**,12m미만,25.17,전세,202007,8,"         6,000",             0,2019,중앙로55번길
강원도 속초시 교동,8**,8m미만,26.53,전세,202007,1,"         6,000",             0,2019,청대로351번길
강원도 속초시 교동,6**,25m미만,29.25,전세,202007,16,"         6,000",             0,2019,동해대로
강원도 속초시 교동,6**,25m미만,29.25,전세,202007,29,"         6,000",             0,2019,동해대로
강원도 속초시 교동,9**,8m미만,30,월세,202007,7,           300,            30,1998,밤골길
강원도 속초시 교동,6**,8m미만,30,월세,202007,20,           300,            33,2005,미시령로3359번길
강원도 속초시 교동,8**,8m미만,30,월세,202007,29,           300,            40,2018,청대로351번길
강원도 속초시 교동,9**,8m미만,33,전세,202007,21,"         3,000",             0,1996,밤골길
강원도 속초시 교동,8**,8m미만,40,월세,202007,28,           500,            48,2016,청대로351번길
강원도 속초시 교동,6**,8m미만,44.15,월세,202007,6,"         1,000",            40,,교동로5길
강원도 속초시 교동,6**,8m미만,45,전세,202007,8,"         7,000",             0,2019,중앙로40번길
강원도 속초시 교동,6**,12m미만,50,월세,202007,31,           500,            50,2016,교동로1길
강원도 속초시 교동,8**,8m미만,50,전세,202007,6,"         5,000",             0,2016,청대로351번길
강원도 속초시 교동,8**,8m미만,50,전세,202007,21,"         7,000",             0,2018,청대로351번길
강원도 속초시 교동,8**,8m미만,50,전세,202007,21,"         7,000",             0,2018,청대로351번길
강원도 속초시 교동,9**,25m미만,54.57,월세,202007,21,           300,            50,2018,밤골3길
강원도 속초시 교동,6**,-,84.38,전세,202007,22,"         8,500",             0,1999,
강원도 속초시 금호동,6**,-,114.7,월세,202007,27,"         1,000",            40,2019,번영로67번길
강원도 속초시 동명동,2**,8m미만,21.42,전세,202007,26,"         4,200",             0,2016,
강원도 속초시 조양동,1***,8m미만,22.05,월세,202007,31,           300,            42,2019,조양로22번길
강원도 속초시 조양동,1***,8m미만,29.7,월세,202007,30,           500,            45,2018,선사로2길
강원도 속초시 조양동,5**,12m미만,33,월세,202007,31,           300,            45,2017,소평로
강원도 속초시 조양동,1***,12m미만,40,전세,202007,7,"         4,000",             0,2017,선사로4길
강원도 속초시 조양동,1***,8m미만,40,전세,202007,13,"         5,000",             0,2019,선사로4길
강원도 속초시 조양동,1***,8m미만,50.81,전세,202007,14,"         9,000",             0,2018,선사로1길
강원도 속초시 조양동,1***,12m미만,90,전세,202007,20,"         7,500",             0,2015,선사로5길
강원도 속초시 중앙동,4**,25m미만,41,월세,202007,30,           300,            35,1994,중앙시장로
강원도 속초시 청학동,6**,8m미만,46,월세,202007,9,           500,            30,1991,번영로43번길
강원도 속초시 청호동,1***,-,38.53,전세,202007,16,"         5,500",             0,2017,
강원도 양구군 양구읍 정림리,2**,8m미만,33,월세,202007,11,           300,            40,2001,박수근로285번길
강원도 양양군 강현면 강선리,9**,25m미만,70.8,전세,202007,15,"         7,000",             0,2020,물치천로
강원도 양양군 강현면 주청리,5*,8m미만,82,월세,202007,18,"         4,000",            20,2016,사자평길
강원도 양양군 손양면 하왕도리,3**,8m미만,138.24,전세,202007,3,"         3,000",             0,2018,방우재길
강원도 양양군 양양읍 구교리,1**,12m미만,46.33,월세,202007,24,"         1,000",            45,,북문길
강원도 양양군 양양읍 연창리,3**,12m미만,33,월세,202007,1,"         1,500",            30,2018,관아길
강원도 양양군 양양읍 청곡리,1*,8m미만,90,월세,202007,24,           200,            35,1995,동해대로
강원도 영월군 무릉도원면 운학리,1***,8m미만,33,월세,202007,25,           100,             5,,고일길
강원도 영월군 무릉도원면 운학리,1***,8m미만,189.14,월세,202007,14,"         3,000",            25,,도원운학로
강원도 영월군 영월읍 영흥리,7**,8m미만,27,월세,202007,10,           300,            30,2019,봉래산로
강원도 영월군 영월읍 영흥리,1***,8m미만,56,전세,202007,29,"         5,000",             0,,영모전길83번길
강원도 영월군 영월읍 하송리,1**,12m미만,20.63,월세,202007,10,           300,            38,2017,은행나무4길
강원도 영월군 영월읍 하송리,1**,8m미만,33,전세,202007,10,"         6,500",             0,2015,분수대길
강원도 영월군 주천면 도천리,6*,-,70.32,전세,202007,1,"         4,000",             0,,
강원도 영월군 한반도면 쌍용리,1**,-,66,월세,202007,9,             0,            15,1985,
강원도 원주시 개운동,3**,25m미만,23.14,월세,202007,10,           200,            29,2016,강변로
강원도 원주시 개운동,3**,8m미만,33,월세,202007,10,"         3,000",            20,2020,남원로602번길
강원도 원주시 개운동,5*,8m미만,33,전세,202007,16,"         5,000",             0,2016,개운4길
강원도 원주시 개운동,3**,8m미만,45.76,월세,202007,13,           500,            40,1971,구만이길
강원도 원주시 개운동,4**,8m미만,48.88,전세,202007,23,"         2,500",             0,,개운1길
강원도 원주시 개운동,3**,25m미만,50,전세,202007,20,"         8,000",             0,2019,개운2길
강원도 원주시 개운동,2**,12m미만,57.36,전세,202007,19,"         4,000",             0,2015,개운4길
강원도 원주시 관설동,1***,12m미만,30,월세,202007,28,           200,            20,2009,치악고교길
강원도 원주시 관설동,1***,12m미만,30,전세,202007,22,"         4,500",             0,2020,관설안길
강원도 원주시 관설동,1***,12m미만,33,전세,202007,31,"         4,000",             0,2017,치악로
강원도 원주시 관설동,1***,12m미만,34,월세,202007,9,           500,            35,2003,라옹정길
강원도 원주시 관설동,1***,12m미만,35,전세,202007,4,"         5,500",             0,2018,시청로
강원도 원주시 관설동,1***,-,35,전세,202007,11,"         5,500",             0,2017,
강원도 원주시 관설동,1***,12m미만,39.67,전세,202007,5,"         6,500",             0,2017,치악로
강원도 원주시 관설동,1***,12m미만,40,전세,202007,14,"         3,000",             0,2006,라옹정길
강원도 원주시 관설동,1***,12m미만,40,전세,202007,15,"         5,000",             0,2016,라옹정길
강원도 원주시 관설동,1***,-,43,전세,202007,17,"         7,000",             0,2018,
강원도 원주시 관설동,1***,12m미만,46.2,전세,202007,21,"         5,000",             0,2012,치악고교길
강원도 원주시 관설동,1***,8m미만,50,전세,202007,4,"         5,500",             0,2012,치악로
강원도 원주시 관설동,1***,8m미만,50,전세,202007,28,"         5,500",             0,2012,치악로
강원도 원주시 관설동,1***,12m미만,60,전세,202007,18,"         5,500",             0,2007,관설안길
강원도 원주시 관설동,1***,12m미만,60,전세,202007,28,"         5,000",             0,2006,관설안길
강원도 원주시 관설동,1***,12m미만,87,전세,202007,13,"         8,000",             0,2004,관설안길
강원도 원주시 관설동,1***,12m미만,124.34,전세,202007,24,"         8,500",             0,2006,치악고교길
강원도 원주시 관설동,1***,25m미만,173,월세,202007,13,"         1,000",            65,2014,나비허리길
강원도 원주시 단계동,5**,8m미만,23.14,월세,202007,30,"         1,700",            20,2018,원문로
강원도 원주시 단계동,8**,12m미만,25,전세,202007,6,"         3,000",             0,2000,금불1길
강원도 원주시 단계동,8**,12m미만,25,전세,202007,6,"         3,000",             0,2000,금불1길
강원도 원주시 단계동,1***,12m미만,30,월세,202007,9,           300,            33,2014,모래내길
강원도 원주시 단계동,9**,12m미만,30,월세,202007,30,           100,            28,1995,이화4길
강원도 원주시 단계동,1***,25m미만,30,전세,202007,4,"         5,000",             0,2018,바우골길
강원도 원주시 단계동,6*,8m미만,30,전세,202007,15,"         5,000",             0,2020,북원로2425번길
강원도 원주시 단계동,9**,12m미만,30,전세,202007,17,"         5,000",             0,2013,이화3길
강원도 원주시 단계동,8**,12m미만,32.04,전세,202007,8,"         3,500",             0,2003,이화6길
강원도 원주시 단계동,1***,12m미만,33,전세,202007,3,"         5,000",             0,2018,전망길
강원도 원주시 단계동,8**,25m이상,35,월세,202007,10,           300,            35,2010,봉화로
강원도 원주시 단계동,6*,8m미만,40,전세,202007,16,"         4,000",             0,2020,북원로2425번길
강원도 원주시 단계동,6*,8m미만,40,전세,202007,28,"         6,000",             0,2020,북원로2425번길
강원도 원주시 단계동,1***,12m미만,40.76,월세,202007,10,"         1,000",            35,2017,전망길
강원도 원주시 단계동,1***,12m미만,49.58,전세,202007,4,"         6,000",             0,,전망길
강원도 원주시 단계동,6*,8m미만,50,월세,202007,1,           200,            34,2020,북원로2425번길
강원도 원주시 단계동,6*,8m미만,50,전세,202007,14,"         6,000",             0,2020,북원로2425번길
강원도 원주시 단계동,9**,12m미만,53.21,전세,202007,1,"         7,000",             0,2012,이화1길
강원도 원주시 단계동,9**,12m미만,53.21,전세,202007,22,"         7,000",             0,2012,이화1길
강원도 원주시 단계동,9**,25m미만,56,월세,202007,18,           300,            35,1996,이화4길
강원도 원주시 단계동,8**,12m미만,59,전세,202007,14,"         7,000",             0,,이화6길
강원도 원주시 단계동,6*,8m미만,60,전세,202007,15,"         8,000",             0,2020,북원로2425번길
강원도 원주시 단계동,6*,8m미만,60,전세,202007,27,"         5,000",             0,2020,북원로2425번길
강원도 원주시 단계동,8**,12m미만,60.2,월세,202007,16,           500,            35,1995,평원초교길
강원도 원주시 단계동,9**,8m미만,62.76,전세,202007,7,"         5,500",             0,1996,이화3길
강원도 원주시 단계동,9**,12m미만,66,전세,202007,16,"         8,000",             0,2003,이화3길
강원도 원주시 단계동,9**,12m미만,66,전세,202007,16,"         8,000",             0,2003,이화3길
강원도 원주시 단계동,1**,8m미만,68.43,월세,202007,25,           300,            30,1990,원문로112번길
강원도 원주시 단계동,9**,12m미만,69.27,월세,202007,7,"         2,000",            35,1993,이화3길
강원도 원주시 단계동,8**,12m미만,69.82,전세,202007,7,"         8,000",             0,,금불4길
강원도 원주시 단계동,1***,-,74.5,전세,202007,13,"         8,000",             0,2018,
강원도 원주시 단계동,9*,8m미만,82.77,전세,202007,17,"        10,000",             0,2018,원문로100번길
강원도 원주시 단계동,9**,12m미만,84.55,월세,202007,9,"         1,500",            40,1994,이화4길
강원도 원주시 단계동,1***,12m미만,95.13,전세,202007,17,"         8,500",             0,2010,백간공원길
강원도 원주시 단계동,9**,25m미만,100.74,전세,202007,15,"         6,000",             0,1995,이화1길
강원도 원주시 단구동,1***,12m미만,23.14,전세,202007,7,"         1,500",             0,2002,천매봉길
강원도 원주시 단구동,6**,8m미만,23.14,전세,202007,21,"         4,000",             0,2017,관후길
강원도 원주시 단구동,1***,12m미만,23.14,전세,202007,22,"         5,500",             0,2020,앙월길
강원도 원주시 단구동,6**,8m미만,24,월세,202007,12,           200,            30,2017,관후길
강원도 원주시 단구동,1***,12m미만,25,월세,202007,14,"         4,000",            13,2015,앙월길
강원도 원주시 단구동,1***,12m미만,26.4,전세,202007,16,"         5,000",             0,2017,천매봉길
강원도 원주시 단구동,1***,12m미만,26.4,전세,202007,18,"         5,000",             0,2017,천매봉길
강원도 원주시 단구동,2**,25m미만,28,월세,202007,7,"         2,000",             9,2020,강변로
강원도 원주시 단구동,1***,12m미만,30,월세,202007,22,"         1,500",            15,2009,앙월길
강원도 원주시 단구동,1***,12m미만,30,전세,202007,30,"         3,000",             0,2006,구곡길
강원도 원주시 단구동,1***,12m미만,33,월세,202007,2,           200,            35,,치악로1534번길
강원도 원주시 단구동,1***,12m미만,33,월세,202007,25,           200,            29,2015,천매봉길
강원도 원주시 단구동,1***,12m미만,33,전세,202007,3,"         5,000",             0,2015,강변로
강원도 원주시 단구동,1***,12m미만,33,전세,202007,6,"         2,000",             0,2010,구곡길
강원도 원주시 단구동,6**,8m미만,33.05,월세,202007,24,             5,            20,1983,늘품로
강원도 원주시 단구동,1***,12m미만,34.77,전세,202007,25,"         6,000",             0,2018,송림길
강원도 원주시 단구동,1***,-,34.84,전세,202007,7,"         4,000",             0,2006,
강원도 원주시 단구동,1***,-,34.84,전세,202007,11,"         4,000",             0,2006,
강원도 원주시 단구동,1***,12m미만,35,월세,202007,6,           300,            40,,동부순환로
강원도 원주시 단구동,1***,12m미만,35.67,전세,202007,9,"         5,000",             0,2013,구곡길
강원도 원주시 단구동,1**,8m미만,36,전세,202007,9,"         4,500",             0,2019,홍판서길
강원도 원주시 단구동,6**,8m미만,36,전세,202007,10,"         5,000",             0,2017,서원대로463번길
강원도 원주시 단구동,8**,8m미만,38,월세,202007,6,           300,            38,2015,단관공원길
강원도 원주시 단구동,1***,12m미만,39.6,전세,202007,18,"         3,500",             0,2010,단관공원길
강원도 원주시 단구동,1***,12m미만,39.66,전세,202007,21,"         4,000",             0,2007,천매봉길
강원도 원주시 단구동,1***,-,39.72,전세,202007,28,"         5,000",             0,2013,
강원도 원주시 단구동,1***,12m미만,40,전세,202007,31,"         3,500",             0,2011,단관길
강원도 원주시 단구동,8**,-,40.88,전세,202007,22,"         5,000",             0,2016,
강원도 원주시 단구동,6**,12m미만,46,월세,202007,1,             0,            15,1988,관후길
강원도 원주시 단구동,1***,12m미만,46,월세,202007,13,           300,            25,1994,송림길
강원도 원주시 단구동,6**,-,46,전세,202007,12,"         6,500",             0,2017,
강원도 원주시 단구동,6**,-,46,전세,202007,12,"         6,500",             0,2017,
강원도 원주시 단구동,1***,12m미만,47.58,전세,202007,28,"         5,000",             0,2017,천매봉길
강원도 원주시 단구동,1***,12m미만,48,월세,202007,10,           500,            40,2020,앙월길
강원도 원주시 단구동,6*,8m미만,49.5,월세,202007,1,           300,            20,1982,단구초교길
강원도 원주시 단구동,1***,12m미만,50,전세,202007,27,"         5,000",             0,2007,천매봉길
강원도 원주시 단구동,8*,12m미만,50.25,전세,202007,1,"         4,000",             0,,치악로1570번길
강원도 원주시 단구동,1***,12m미만,52,월세,202007,17,           300,            39,2006,천매봉길
강원도 원주시 단구동,1***,12m미만,53,전세,202007,28,"         4,000",             0,2007,천매봉길
강원도 원주시 단구동,1***,12m미만,53.41,전세,202007,29,"         5,500",             0,2005,구곡길
강원도 원주시 단구동,1**,8m미만,55,전세,202007,1,"         4,000",             0,2019,단사정길
강원도 원주시 단구동,1***,12m미만,56.1,전세,202007,8,"         7,000",             0,2015,단구초교길
강원도 원주시 단구동,1***,12m미만,57,월세,202007,11,           500,            35,2006,구곡길
강원도 원주시 단구동,1***,12m미만,58.3,전세,202007,7,"         4,500",             0,2006,구곡길
강원도 원주시 단구동,1***,25m미만,59,전세,202007,6,"         5,000",             0,1999,남원로442번길
강원도 원주시 단구동,1***,12m미만,59.91,전세,202007,15,"         4,500",             0,2006,구곡길
강원도 원주시 단구동,1***,-,60,월세,202007,10,"         4,500",            25,2013,
강원도 원주시 단구동,1***,12m미만,60,월세,202007,13,           500,            43,2006,나비허리길
강원도 원주시 단구동,1***,12m미만,60.69,월세,202007,20,           500,            45,2015,토지길
강원도 원주시 단구동,1***,25m미만,62,월세,202007,6,"         3,000",            22,1999,남원로442번길
강원도 원주시 단구동,6**,8m미만,67.2,전세,202007,15,"         6,000",             0,1991,관후길
강원도 원주시 단구동,6**,-,67.2,전세,202007,15,"         6,500",             0,1991,
강원도 원주시 단구동,1**,-,70,월세,202007,31,           300,            45,2019,
강원도 원주시 단구동,1***,12m미만,83.88,전세,202007,3,"         6,000",             0,1989,송림길
강원도 원주시 단구동,1***,12m미만,85.94,전세,202007,29,"         6,000",             0,2008,구곡길
강원도 원주시 단구동,1***,12m미만,99.75,전세,202007,10,"         6,000",             0,2002,토지길
강원도 원주시 단구동,1***,25m미만,158.85,월세,202007,3,"         1,500",            70,2007,단관길
강원도 원주시 명륜동,8**,12m미만,27.59,전세,202007,9,"         2,500",             0,2006,남원로469번길
강원도 원주시 명륜동,8**,12m미만,30,전세,202007,7,"         2,000",             0,2002,남원로469번길
강원도 원주시 명륜동,2**,8m미만,30.8,전세,202007,21,"         2,000",             0,1998,남산로9번길
강원도 원주시 명륜동,8**,12m미만,30.8,전세,202007,31,"         5,000",             0,2015,소방서길
강원도 원주시 명륜동,8**,12m미만,32,전세,202007,1,"         3,000",             0,2001,소방서길
강원도 원주시 명륜동,8**,12m미만,36.57,월세,202007,28,           300,            30,2010,황소마을길
강원도 원주시 명륜동,8**,12m미만,38.71,전세,202007,27,"         3,500",             0,2008,한지공원길
강원도 원주시 명륜동,8**,12m미만,42.96,전세,202007,29,"         2,800",             0,2002,소방서길
강원도 원주시 명륜동,3**,-,66,월세,202007,25,           500,            40,1998,
강원도 원주시 명륜동,4**,12m미만,66.96,전세,202007,27,"         4,500",             0,1987,남원로527번길
강원도 원주시 명륜동,8**,12m미만,123.36,전세,202007,18,"         8,000",             0,2001,소방서길
강원도 원주시 무실동,1***,12m미만,23.14,전세,202007,18,"         5,500",             0,,솔우물2길
강원도 원주시 무실동,1***,12m미만,25,전세,202007,15,"         3,000",             0,2012,섬밭들1길
강원도 원주시 무실동,1***,12m미만,27,월세,202007,10,           400,            37,2015,봉바위길
강원도 원주시 무실동,1***,12m미만,29.39,월세,202007,10,"         2,000",            15,2004,섬밭들1길
강원도 원주시 무실동,1***,12m미만,29.7,월세,202007,11,"         3,000",            20,2017,섬밭들1길
강원도 원주시 무실동,1***,8m미만,31.9,월세,202007,30,           300,            27,2018,송삼길
강원도 원주시 무실동,1***,25m미만,35,전세,202007,15,"         6,000",             0,2017,무실새골길
강원도 원주시 무실동,1***,-,58,전세,202007,4,"         8,000",             0,2014,
강원도 원주시 무실동,1***,-,60,전세,202007,24,"         4,000",             0,2004,
강원도 원주시 무실동,1***,-,60.08,전세,202007,4,"         7,000",             0,2014,
강원도 원주시 무실동,1***,12m미만,62,전세,202007,21,"         6,000",             0,2013,만대공원길
강원도 원주시 무실동,1***,12m미만,65,전세,202007,8,"         7,000",             0,2007,섬밭들2길
강원도 원주시 무실동,1***,25m미만,65.67,전세,202007,3,"         8,000",             0,2014,봉바위길
강원도 원주시 무실동,1***,25m미만,65.67,전세,202007,3,"         8,000",             0,2014,봉바위길
강원도 원주시 무실동,1***,12m미만,66.11,전세,202007,27,"        10,000",             0,2014,솔우물1길
강원도 원주시 무실동,1***,12m미만,75,월세,202007,9,"         1,000",            63,2012,무실본동길
강원도 원주시 무실동,1***,-,92.56,전세,202007,12,"        11,000",             0,2012,
강원도 원주시 무실동,1***,8m미만,124.8,월세,202007,12,           500,            50,1997,행가리1길
강원도 원주시 문막읍 건등리,1***,12m미만,41.6,전세,202007,4,"         5,000",             0,2017,건등로
강원도 원주시 문막읍 건등리,1***,8m미만,50,전세,202007,20,"         4,000",             0,2017,건등로
강원도 원주시 문막읍 건등리,1***,25m미만,107.77,월세,202007,20,"         1,000",            60,2018,건등로
강원도 원주시 문막읍 동화리,1***,8m미만,27,월세,202007,10,           200,            28,2014,동화초교길
강원도 원주시 문막읍 문막리,2**,8m미만,35,월세,202007,9,"         3,500",            15,2018,문막시장2길
강원도 원주시 반곡동,1***,12m미만,26.45,전세,202007,4,"         5,000",             0,2016,금두길
강원도 원주시 반곡동,1***,12m미만,30,전세,202007,11,"         7,000",             0,2020,봉황3길
강원도 원주시 반곡동,1***,-,30.47,전세,202007,8,"         5,000",             0,2016,
강원도 원주시 반곡동,1***,25m미만,33,전세,202007,8,"         6,500",             0,2020,봉황1길
강원도 원주시 반곡동,1***,-,33,전세,202007,14,"         5,000",             0,2017,
강원도 원주시 반곡동,1***,25m미만,36,전세,202007,1,"         7,000",             0,2020,봉황1길
강원도 원주시 반곡동,1***,12m미만,36.3,전세,202007,2,"         7,000",             0,,봉황5길
강원도 원주시 반곡동,1***,12m미만,36.3,전세,202007,4,"         9,000",             0,,금두길
